42,0
150,0
1533,0
1629,0
1647,0
2508,6
2655,0
2706,0
2724,0
3165,0
3198,3
3942,0
4638,0
5079,8
5880,2
6093,0
6252,8
6420,0
7053,0
7494,0
7590,0
8112,0
8214,2
8238,0
8244,1
8601,0
8736,9
8817,0
9099,0
9120,0
9198,0
9354,0
9912,1
10077,0
10080,0
10266,1
11118,0
11700,0
11742,0
12015,0
12321,0
12360,0
12858,0
13110,3
13161,4
13242,1
13497,0
14109,0
16773,18
17697,5
17925,0
23082,0
23628,0
24303,2
26436,3
26745,1
28065,0
30135,5
30978,0
35301,5
45882,0
48645,0
51021,7
51603,0
52416,0
52848,0
54756,3
55827,4
57267,0
57447,0
59205,22
62412,5
63195,2
63336,0
63444,0
63747,3
64725,1
65670,5
66054,1
66519,7
66960,0
67461,0
68133,2
68319,0
68325,0
70284,0
70341,2
70389,18
70860,0
73080,1
73920,5
74145,6
74871,1
75891,0
77025,0
77148,9
78591,0
79395,1
80829,6
83379,2
84042,3
84063,2
84723,0
84933,8
84939,8
86964,24
88077,0
88338,11
88542,0
89346,0
91827,0
98289,0
105930,0
